#         BLOCK:      ACTUAL_PE:         PE_AVE:          ERROR:
             158    7.541518e+00    7.591840e+00    3.666726e-03
             159    7.530035e+00    7.591451e+00    3.664211e-03
             160    7.650533e+00    7.591820e+00    3.659868e-03
             161    7.560885e+00    7.591628e+00    3.642177e-03
             162    7.471379e+00    7.590886e+00    3.694558e-03
             163    7.691219e+00    7.591502e+00    3.722816e-03
             164    7.546758e+00    7.591229e+00    3.710099e-03
             165    7.608428e+00    7.591333e+00    3.689078e-03
             166    7.626588e+00    7.591545e+00    3.672963e-03
             167    7.524146e+00    7.591142e+00    3.673075e-03
             168    7.542740e+00    7.590854e+00    3.662493e-03
             169    7.706116e+00    7.591536e+00    3.703780e-03
             170    7.538895e+00    7.591226e+00    3.694915e-03
             171    7.585576e+00    7.591193e+00    3.673455e-03
             172    7.586731e+00    7.591167e+00    3.652189e-03
             173    7.618069e+00    7.591322e+00    3.634387e-03
             174    7.602238e+00    7.591385e+00    3.614041e-03
             175    7.561518e+00    7.591215e+00    3.597417e-03
             176    7.564719e+00    7.591064e+00    3.580126e-03
             177    7.602920e+00    7.591131e+00    3.560526e-03
             178    7.606366e+00    7.591217e+00    3.541551e-03
             179    7.531059e+00    7.590881e+00    3.537676e-03
             180    7.633240e+00    7.591116e+00    3.525841e-03
             181    7.570508e+00    7.591002e+00    3.508199e-03
             182    7.553428e+00    7.590796e+00    3.494992e-03
             183    7.592037e+00    7.590802e+00    3.475901e-03
             184    7.606945e+00    7.590890e+00    3.458117e-03
             185    7.640787e+00    7.591160e+00    3.449926e-03
             186    7.610988e+00    7.591266e+00    3.433025e-03
             187    7.619019e+00    7.591415e+00    3.417873e-03
             188    7.630966e+00    7.591625e+00    3.406161e-03
             189    7.522163e+00    7.591258e+00    3.407909e-03
             190    7.660372e+00    7.591621e+00    3.409331e-03
             191    7.571267e+00    7.591515e+00    3.393146e-03
             192    7.670639e+00    7.591927e+00    3.400407e-03
             193    7.671004e+00    7.592337e+00    3.407384e-03
             194    7.592666e+00    7.592338e+00    3.389820e-03
             195    7.593457e+00    7.592344e+00    3.372441e-03
             196    7.613932e+00    7.592454e+00    3.357033e-03
             197    7.596680e+00    7.592476e+00    3.340061e-03
             198    7.638503e+00    7.592708e+00    3.331271e-03
             199    7.575641e+00    7.592622e+00    3.315635e-03
             200    7.584461e+00    7.592582e+00    3.299308e-03
             201    7.523525e+00    7.592238e+00    3.300733e-03
             202    7.691243e+00    7.592728e+00    3.320583e-03
             203    7.614974e+00    7.592838e+00    3.306033e-03
             204    7.559913e+00    7.592676e+00    3.293764e-03
             205    7.617902e+00    7.592799e+00    3.279994e-03
             206    7.591239e+00    7.592792e+00    3.264081e-03
             207    7.512722e+00    7.592405e+00    3.271151e-03
             208    7.613412e+00    7.592506e+00    3.256983e-03
             209    7.558701e+00    7.592344e+00    3.245414e-03
             210    7.601120e+00    7.592386e+00    3.230228e-03
             211    7.534542e+00    7.592112e+00    3.226531e-03
             212    7.621236e+00    7.592249e+00    3.214235e-03
             213    7.565747e+00    7.592125e+00    3.201552e-03
             214    7.688173e+00    7.592574e+00    3.217898e-03
             215    7.530160e+00    7.592283e+00    3.215998e-03
             216    7.589034e+00    7.592268e+00    3.201145e-03
             217    7.605159e+00    7.592328e+00    3.186944e-03
             218    7.699726e+00    7.592820e+00    3.210178e-03
             219    7.545886e+00    7.592606e+00    3.202665e-03
             220    7.590358e+00    7.592596e+00    3.188124e-03
             221    7.578659e+00    7.592533e+00    3.174322e-03
             222    7.513026e+00    7.592175e+00    3.180162e-03
             223    7.594296e+00    7.592184e+00    3.165915e-03
             224    7.568700e+00    7.592079e+00    3.153517e-03
             225    7.631292e+00    7.592254e+00    3.144314e-03
             226    7.582934e+00    7.592212e+00    3.130671e-03
             227    7.520501e+00    7.591896e+00    3.132778e-03
             228    7.589344e+00    7.591885e+00    3.119058e-03
             229    7.594394e+00    7.591896e+00    3.105457e-03
             230    7.552662e+00    7.591726e+00    3.096636e-03
             231    7.530252e+00    7.591460e+00    3.094645e-03
             232    7.642808e+00    7.591681e+00    3.089210e-03
             233    7.663695e+00    7.591990e+00    3.091375e-03
             234    7.609584e+00    7.592065e+00    3.079078e-03
             235    7.588008e+00    7.592048e+00    3.066024e-03
             236    7.689778e+00    7.592462e+00    3.080871e-03
             237    7.557375e+00    7.592314e+00    3.071427e-03
             238    7.551494e+00    7.592142e+00    3.063306e-03
             239    7.613635e+00    7.592232e+00    3.051809e-03
             240    7.636363e+00    7.592416e+00    3.044628e-03
             241    7.601746e+00    7.592455e+00    3.032240e-03
             242    7.580182e+00    7.592404e+00    3.020135e-03
             243    7.663135e+00    7.592695e+00    3.021700e-03
             244    7.666570e+00    7.592998e+00    3.024446e-03
             245    7.543774e+00    7.592797e+00    3.018767e-03
             246    7.546832e+00    7.592610e+00    3.012273e-03
             247    7.593775e+00    7.592615e+00    3.000081e-03
             248    7.636734e+00    7.592793e+00    2.993254e-03
             249    7.529202e+00    7.592537e+00    2.992108e-03
             250    7.557502e+00    7.592397e+00    2.983419e-03
